timestamp,temp,hum,lux
1764015271,27.9,37.8,37
1764052555,27.3,37.7,0
1764052556,26.9,38.1,0
1764052557,26.7,38.5,0
1764052558,26.6,38.5,0
1764052559,26.5,38.9,0
1764052615,26.4,39.0,0
1764052616,26.4,38.8,0
1764052617,26.4,39.0,0
1764052618,26.3,39.2,0
1764052619,26.3,39.2,0
1764052675,26.3,39.1,0
1764052676,26.3,39.1,0
1764052677,26.3,39.1,0
1764052678,26.3,39.1,0
1764052679,26.2,39.1,0
1764052735,26.1,38.9,0
1764052736,26.1,39.3,0
1764052737,26.0,39.2,0
1764052738,26.0,39.4,0
1764052739,26.1,39.4,0
1764052795,26.1,39.4,0
1764052796,26.0,39.4,0
1764052797,26.0,39.4,0
1764052798,26.0,39.4,0
1764052799,26.0,39.4,0
1764052855,25.9,39.5,0
1764052856,25.9,39.4,0
1764052857,26.0,39.5,0
1764052857,25.9,39.4,0
1764052858,25.9,39.5,0
1764052916,25.9,39.5,0
1764052917,25.9,39.4,0
1764052918,25.9,39.5,0
1764052919,25.9,39.5,0
1764052920,25.9,39.6,0
1764052975,25.9,39.4,0
1764052978,25.9,39.4,0
1764052979,25.9,39.5,0
1764052980,25.9,39.5,0
1764052981,25.9,39.5,0
1764053035,25.9,39.4,0
1764053036,25.9,39.5,0
1764053037,25.9,39.4,0
1764053038,25.9,39.4,0
1764053039,25.9,39.4,0
1764053095,25.9,39.4,0
1764053096,25.9,39.4,0
1764053097,25.9,39.4,0
1764053098,25.9,39.4,0
1764053098,25.8,39.3,0
1764053155,25.8,39.4,0
1764053156,25.9,39.5,0
1764053157,25.8,39.4,0
1764053158,25.8,39.5,0
1764053159,25.9,39.6,0
1764053215,25.9,39.6,0
1764053216,25.9,39.6,0
1764053217,25.8,39.4,0
1764053218,25.9,39.6,0
1764053219,25.9,39.6,0
1764053275,25.9,39.6,0
1764053276,25.9,39.6,0
1764053277,25.9,39.7,0
1764053278,25.9,39.6,0
1764053278,25.9,39.7,0
1764053335,25.9,39.8,0
1764053336,25.8,39.6,0
1764053337,25.8,39.9,0
1764053338,25.9,39.8,0
1764053340,25.8,39.8,0
1764053395,25.8,39.8,0
1764053396,25.8,39.9,0
1764053397,25.8,39.8,0
1764053398,25.8,39.9,0
1764053399,25.8,39.8,0
1764053455,25.9,39.7,0
1764053456,25.9,39.8,0
1764053462,25.8,39.8,0
1764053515,25.8,39.8,0
1764053516,25.9,39.7,0
1764053517,25.9,39.7,0
1764053518,25.9,39.8,0
1764053519,25.9,39.8,0
1764053575,25.9,39.9,0
1764053579,25.9,39.9,0
1764053579,25.9,39.8,0
1764053580,25.9,39.8,0
1764053581,25.9,39.8,0
1764053635,25.9,39.8,0
1764053636,25.9,39.8,0
1764053637,25.9,39.8,0
1764053638,25.9,39.8,0
1764053639,25.8,39.9,0
1764053695,25.8,39.9,0
1764053696,25.8,39.9,0
1764053697,25.9,40.0,0
1764053698,25.9,39.9,0
1764053698,25.9,40.0,0
1764053755,25.9,40.0,0
1764053756,25.9,39.9,0
1764053757,25.9,40.0,0
1764053758,25.9,39.9,0
1764053759,25.9,39.9,0
1764053815,25.9,39.9,0
1764053816,25.9,39.9,0
1764053817,25.9,39.9,0
1764053818,25.9,40.0,0
1764053819,25.9,39.7,0
1764053875,25.9,39.8,0
1764053876,25.9,39.9,0
1764053877,25.9,39.7,0
1764053878,25.9,39.8,0
1764053879,25.9,39.8,0
1764053935,25.9,39.8,0
1764053939,25.9,39.8,0
1764053940,25.9,39.8,0
1764053940,25.9,39.8,0
1764053941,25.9,39.8,0
1764053997,25.9,39.7,0
1764053998,25.9,39.8,0
1764053999,25.9,39.8,0
1764054000,26.0,39.8,0
1764054001,25.9,39.7,0
1764054056,25.9,39.8,0
1764054057,25.9,39.8,0
1764054058,25.9,39.8,0
1764054059,25.9,39.7,0
1764054060,25.9,39.7,0
1764054115,25.9,39.8,0
1764054116,25.9,39.8,0
1764054117,25.9,39.7,0
1764054119,25.9,39.7,0
1764054120,25.9,39.8,0
1764054175,25.9,39.8,0
1764054176,25.9,39.8,0
1764054179,25.9,39.7,0
1764054179,25.9,39.8,0
1764054180,25.9,39.9,0
1764054236,25.9,39.8,0
1764054237,25.9,39.9,0
1764054238,25.9,39.8,0
1764054242,25.9,39.7,0
1764054243,25.9,39.8,0
1764054295,25.9,39.9,0
1764054296,25.9,39.9,0
1764054297,25.8,39.8,0
1764054298,25.9,39.9,0
1764054299,25.9,40.0,0
1764054355,25.9,40.0,0
1764054356,25.9,39.9,0
1764054358,25.9,39.9,0
1764054359,26.0,39.9,0
1764054360,25.9,39.9,0
1764054415,26.0,39.9,0
1764054416,26.0,39.6,0
1764054417,25.9,40.0,0
1764054418,26.0,40.0,0
1764054419,26.0,40.0,0
1764054475,26.0,40.3,0
1764054476,26.0,40.1,0
1764054477,26.0,40.0,0
1764054478,26.0,40.0,0
1764054479,26.0,40.0,0
1764054535,25.9,39.9,0
1764054536,26.0,40.0,0
1764054537,26.0,40.0,0
1764054538,26.0,40.1,0
1764054539,26.0,39.9,0
1764054595,26.0,39.9,0
1764054596,26.0,39.9,0
1764054597,26.0,39.9,0
1764054598,26.0,40.1,0
1764054599,26.0,40.0,0
1764054656,26.0,40.0,0
1764054657,26.0,39.9,0
1764054658,26.0,39.9,0
1764054659,26.0,40.0,0
1764054660,26.0,40.0,0
1764054715,25.9,40.0,0
1764054716,25.9,39.9,0
1764054717,26.0,40.0,0
1764054718,26.0,40.0,0
1764054719,26.0,40.0,0
1764054775,26.0,39.9,0
1764054776,26.0,39.8,0
1764054777,26.0,39.7,0
1764054778,26.0,39.8,0
1764054779,26.0,39.7,0
1764054835,26.0,39.7,0
1764054836,26.1,39.8,0
1764054837,26.0,39.8,0
1764054838,26.0,39.6,0
1764054839,26.1,39.6,0
1764054895,26.1,39.8,0
1764054899,26.1,39.8,0
1764054900,26.1,39.7,0
1764054901,26.1,39.7,0
1764054902,26.1,39.8,0
1764054955,26.1,39.7,0
1764054956,26.1,39.7,0
1764054958,26.1,39.8,0
1764054959,26.1,39.9,0
1764054960,26.1,39.8,0
1764055015,26.1,39.8,0
1764055016,26.1,39.8,0
1764055017,26.1,39.7,0
1764055018,26.1,39.7,0
1764055019,26.1,39.8,0
1764055075,26.1,39.8,0
1764055076,26.1,39.7,0
1764055078,26.1,39.7,0
1764055079,26.1,39.5,0
1764055080,26.1,39.6,0
1764055135,26.1,39.6,0
1764055136,26.1,39.5,0
1764055138,26.1,39.4,0
1764055141,26.2,39.5,0
1764055143,26.2,39.5,0
1764055195,26.2,39.5,0
1764055196,26.2,39.4,0
1764055198,26.2,39.4,0
1764055199,26.2,39.4,0
1764055200,26.1,39.5,0
1764055255,26.1,39.6,0
1764055256,26.1,39.5,0
1764055257,26.1,39.6,0
1764055258,26.1,39.6,0
1764055262,26.1,39.6,0
1764055315,26.1,39.5,0
1764055319,26.1,39.4,0
1764055320,26.1,39.5,0
1764055321,26.1,39.3,0
1764055322,26.1,39.4,0
1764055375,26.1,39.3,0
1764055376,26.1,39.5,0
1764055377,26.1,39.5,0
1764055378,26.1,39.4,0
1764055380,26.1,39.4,0
1764055435,26.1,39.4,0
1764055436,26.1,39.5,0
1764055437,26.1,39.8,0
1764055438,26.1,39.5,0
1764055439,26.0,39.5,0
1764055495,26.0,39.6,0
1764055496,26.0,39.6,0
1764055497,26.0,39.6,0
1764055499,26.0,39.6,0
1764055500,26.0,39.7,0
1764055555,26.0,39.7,0
1764055556,26.0,39.7,0
1764055557,26.0,39.7,0
1764055558,26.0,39.8,0
1764055559,26.0,39.7,0
1764055615,26.0,39.7,0
1764055616,26.0,39.7,0
1764055617,26.0,39.7,0
1764055619,25.9,39.7,0
1764055620,26.0,39.7,0
1764055676,25.9,39.7,0
1764055677,25.9,39.7,0
1764055678,25.9,39.7,0
1764055679,25.9,39.8,0
1764055681,25.9,39.8,0
1764055735,25.9,39.8,0
1764055736,25.9,39.8,0
1764055737,25.9,39.8,0
1764055739,26.0,39.8,0
1764055740,26.0,39.7,0
1764055795,26.0,39.8,0
1764055796,26.0,39.8,0
1764055797,26.0,39.8,0
1764055798,26.0,39.7,0
1764055800,26.0,39.8,0
1764055855,26.0,39.8,0
1764055856,26.0,39.9,0
1764055857,26.0,39.8,0
1764055859,26.0,39.9,0
1764055860,26.0,39.9,0
1764055915,26.0,39.8,0
1764055916,26.0,39.9,0
1764055917,26.0,39.9,0
1764055918,26.0,39.9,0
1764055919,26.0,39.9,0
1764055975,26.0,39.8,0
1764055976,26.0,39.9,0
1764055980,26.0,40.0,0
1764055981,26.0,39.9,0
1764055982,26.0,40.0,0
1764056035,26.0,39.9,0
1764056036,26.0,39.9,0
1764056037,26.0,39.9,0
1764056038,26.0,39.9,0
1764056039,26.0,39.9,0
1764056095,26.0,39.8,0
1764056099,26.0,39.8,0
1764056099,26.0,39.9,0
1764056100,26.0,39.7,0
1764056105,26.0,39.8,0
1764056155,26.0,39.9,0
1764056159,26.0,39.9,0
1764056159,26.0,39.8,0
1764056161,26.0,39.8,0
1764056162,26.0,39.9,0
1764056575,26.0,39.9,0
1764056576,26.0,39.9,0
1764056577,26.0,39.8,0
1764056578,26.0,39.8,0
1764056582,26.0,39.7,0
1764056635,26.0,39.8,0
1764056636,26.0,39.7,0
1764056637,26.0,39.8,0
1764056638,26.0,40.0,0
1764056639,26.0,39.9,0
1764056695,26.0,39.9,0
1764056696,26.0,39.9,0
1764056697,26.0,39.9,0
1764056698,26.0,39.9,0
1764056699,26.0,40.0,0
1764068102,26.8,41.0,42
1764068162,26.8,40.9,41
1764068222,26.8,40.9,41
1764068282,26.9,41.2,42
1764068342,26.9,40.9,42
1764068402,26.9,40.9,42
1764068462,27.0,41.0,41
1764068522,27.0,40.6,41
1764068582,27.0,40.8,40
1764068642,27.1,40.5,41
1764068702,27.1,40.6,40
1764068762,27.1,40.7,45
1764068822,27.2,40.6,45
1764068882,27.1,40.3,46
1764068942,27.2,40.5,47
1764069002,27.1,40.4,42
1764069062,27.2,40.5,43
1764069122,27.2,40.5,42
1764069182,27.3,40.6,42
1764069242,27.3,40.6,41
1764069302,27.3,40.3,41
1764069362,27.3,40.3,42
1764069422,27.4,40.2,40
1764069482,27.4,40.0,40
1764069542,27.4,40.1,40
1764069602,27.4,40.2,31
1764069912,27.0,39.3,884
1764069972,26.7,40.0,602
1764070032,26.5,40.3,752
1764070092,26.3,40.5,719
1764070152,26.2,40.6,673
1764070212,26.0,41.1,453
1764070272,26.0,41.2,512
1764070332,26.1,41.4,680
1764070392,26.1,41.4,759
1764070452,26.1,41.2,719
1764070512,25.8,40.1,661
1764070572,24.8,41.3,731
1764070632,24.2,41.3,644
1764070692,23.7,42.0,484
1764070752,23.7,43.6,447
1764070812,23.5,41.8,437
1764070872,23.1,42.3,217
1764070932,22.7,42.5,223
1764070992,22.5,42.7,283
1764071052,22.3,43.4,415
1764071112,22.2,43.2,332
1764071172,21.9,43.2,335
1764071232,21.5,44.2,530
1764071292,21.2,44.5,597
1764071352,21.0,44.9,673
1764071412,20.9,45.4,603
1764071472,20.8,45.8,621
1764071532,20.7,45.4,631
1764071592,20.5,45.9,693
1764071652,20.3,45.8,674
1764071712,20.1,46.2,567
1764071772,19.8,46.4,656
1764071832,19.8,46.6,944
1764071892,19.8,46.3,971
1764071952,19.8,47.8,1032
1764072012,19.5,47.1,1062
1764072072,19.5,46.8,1066
1764072132,19.4,47.0,1131
1764072192,19.3,46.8,1184
1764072252,19.3,46.3,841
1764072312,19.1,47.1,816
1764072372,19.2,47.3,794
1764072432,19.0,46.6,743
1764072492,19.1,47.2,637
1764072552,19.2,47.9,762
1764072612,19.0,47.4,780
1764072672,19.0,47.1,817
1764072732,19.0,47.6,790
1764072792,19.0,46.4,966
1764072852,18.9,46.9,938
1764072912,18.9,47.3,1114
1764072972,19.1,46.7,1388
1764073032,19.0,47.2,1510
1764073092,19.0,47.0,1245
1764073152,18.8,46.3,1164
1764073212,18.7,46.5,1212
1764073272,18.7,46.5,1228
1764073332,18.6,47.5,1009
1764073392,18.6,45.9,900
1764073452,18.5,45.8,905
1764073512,18.5,46.5,856
1764073572,18.3,46.2,855
1764073632,18.4,46.3,794
1764073692,18.2,45.9,741
1764073752,18.3,46.0,1025
1764073812,18.2,46.6,865
1764073872,17.9,46.1,844
1764073932,17.9,46.7,865
1764073992,17.9,46.8,804
1764074052,17.9,46.1,797
1764074112,18.0,46.7,1059
1764074172,17.8,46.5,1187
1764074232,17.9,47.4,1390
1764074292,18.0,46.4,909
1764074352,18.0,45.9,804
1764074412,18.0,45.8,814
1764074472,17.9,45.5,708
1764074532,17.9,46.0,686
1764074592,17.7,46.1,675
1764074652,17.8,45.7,740
1764074712,17.8,45.8,696
1764074772,17.7,45.9,933
1764074832,17.7,46.2,954
1764074892,17.6,46.1,1044
1764074952,17.5,46.0,903
1764075012,17.6,46.7,581
1764075072,17.6,45.3,630
1764075132,17.7,46.0,660
1764075192,17.6,45.8,544
1764075252,17.5,45.7,521
1764075312,17.4,45.8,560
1764075372,17.4,45.8,581
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
1764081072,15.9,44.1,138
1764081132,16.0,44.1,138
1764081192,15.9,43.6,134
1764081252,15.9,43.9,135
1764081312,15.9,44.3,129
1764081372,15.8,43.8,122
1764081432,15.5,44.2,100
1764081492,15.6,44.5,93
1764081552,15.8,44.4,89
1764081612,15.8,43.7,83
1764081672,15.8,43.6,84
1764081732,15.7,43.9,90
1764081792,15.8,43.6,86
1764081852,15.9,44.3,85
1764069912,27.0,39.3,884
1764069972,26.7,40.0,602
1764070032,26.5,40.3,752
1764070092,26.3,40.5,719
1764070152,26.2,40.6,673
1764070212,26.0,41.1,453
1764070272,26.0,41.2,512
1764070332,26.1,41.4,680
1764070392,26.1,41.4,759
1764070452,26.1,41.2,719
1764070512,25.8,40.1,661
1764070572,24.8,41.3,731
1764070632,24.2,41.3,644
1764070692,23.7,42.0,484
1764070752,23.7,43.6,447
1764070812,23.5,41.8,437
1764070872,23.1,42.3,217
1764070932,22.7,42.5,223
1764070992,22.5,42.7,283
1764071052,22.3,43.4,415
1764071112,22.2,43.2,332
1764071172,21.9,43.2,335
1764071232,21.5,44.2,530
1764071292,21.2,44.5,597
1764071352,21.0,44.9,673
1764071412,20.9,45.4,603
1764071472,20.8,45.8,621
1764071532,20.7,45.4,631
1764071592,20.5,45.9,693
1764071652,20.3,45.8,674
1764071712,20.1,46.2,567
1764071772,19.8,46.4,656
1764071832,19.8,46.6,944
1764071892,19.8,46.3,971
1764071952,19.8,47.8,1032
1764072012,19.5,47.1,1062
1764072072,19.5,46.8,1066
1764072132,19.4,47.0,1131
1764072192,19.3,46.8,1184
1764072252,19.3,46.3,841
1764072312,19.1,47.1,816
1764072372,19.2,47.3,794
1764072432,19.0,46.6,743
1764072492,19.1,47.2,637
1764072552,19.2,47.9,762
1764072612,19.0,47.4,780
1764072672,19.0,47.1,817
1764072732,19.0,47.6,790
1764072792,19.0,46.4,966
1764072852,18.9,46.9,938
1764072912,18.9,47.3,1114
1764072972,19.1,46.7,1388
1764073032,19.0,47.2,1510
1764073092,19.0,47.0,1245
1764073152,18.8,46.3,1164
1764073212,18.7,46.5,1212
1764073272,18.7,46.5,1228
1764073332,18.6,47.5,1009
1764073392,18.6,45.9,900
1764073452,18.5,45.8,905
1764073512,18.5,46.5,856
1764073572,18.3,46.2,855
1764073632,18.4,46.3,794
1764073692,18.2,45.9,741
1764073752,18.3,46.0,1025
1764073812,18.2,46.6,865
1764073872,17.9,46.1,844
1764073932,17.9,46.7,865
1764073992,17.9,46.8,804
1764074052,17.9,46.1,797
1764074112,18.0,46.7,1059
1764074172,17.8,46.5,1187
1764074232,17.9,47.4,1390
1764074292,18.0,46.4,909
1764074352,18.0,45.9,804
1764074412,18.0,45.8,814
1764074472,17.9,45.5,708
1764074532,17.9,46.0,686
1764074592,17.7,46.1,675
1764074652,17.8,45.7,740
1764074712,17.8,45.8,696
1764074772,17.7,45.9,933
1764074832,17.7,46.2,954
1764074892,17.6,46.1,1044
1764074952,17.5,46.0,903
1764075012,17.6,46.7,581
1764075072,17.6,45.3,630
1764075132,17.7,46.0,660
1764075192,17.6,45.8,544
1764075252,17.5,45.7,521
1764075312,17.4,45.8,560
1764075372,17.4,45.8,581
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
