timestamp,temp,hum,lux
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
1764081072,15.9,44.1,138
1764081132,16.0,44.1,138
1764081192,15.9,43.6,134
1764081252,15.9,43.9,135
1764081312,15.9,44.3,129
1764081372,15.8,43.8,122
1764081432,15.5,44.2,100
1764081492,15.6,44.5,93
1764081552,15.8,44.4,89
1764081612,15.8,43.7,83
1764081672,15.8,43.6,84
1764081732,15.7,43.9,90
1764081792,15.8,43.6,86
1764081852,15.9,44.3,85
1764069912,27.0,39.3,884
1764069972,26.7,40.0,602
1764070032,26.5,40.3,752
1764070092,26.3,40.5,719
1764070152,26.2,40.6,673
1764070212,26.0,41.1,453
1764070272,26.0,41.2,512
1764070332,26.1,41.4,680
1764070392,26.1,41.4,759
1764070452,26.1,41.2,719
1764070512,25.8,40.1,661
1764070572,24.8,41.3,731
1764070632,24.2,41.3,644
1764070692,23.7,42.0,484
1764070752,23.7,43.6,447
1764070812,23.5,41.8,437
1764070872,23.1,42.3,217
1764070932,22.7,42.5,223
1764070992,22.5,42.7,283
1764071052,22.3,43.4,415
1764071112,22.2,43.2,332
1764071172,21.9,43.2,335
1764071232,21.5,44.2,530
1764071292,21.2,44.5,597
1764071352,21.0,44.9,673
1764071412,20.9,45.4,603
1764071472,20.8,45.8,621
1764071532,20.7,45.4,631
1764071592,20.5,45.9,693
1764071652,20.3,45.8,674
1764071712,20.1,46.2,567
1764071772,19.8,46.4,656
1764071832,19.8,46.6,944
1764071892,19.8,46.3,971
1764071952,19.8,47.8,1032
1764072012,19.5,47.1,1062
1764072072,19.5,46.8,1066
1764072132,19.4,47.0,1131
1764072192,19.3,46.8,1184
1764072252,19.3,46.3,841
1764072312,19.1,47.1,816
1764072372,19.2,47.3,794
1764072432,19.0,46.6,743
1764072492,19.1,47.2,637
1764072552,19.2,47.9,762
1764072612,19.0,47.4,780
1764072672,19.0,47.1,817
1764072732,19.0,47.6,790
1764072792,19.0,46.4,966
1764072852,18.9,46.9,938
1764072912,18.9,47.3,1114
1764072972,19.1,46.7,1388
1764073032,19.0,47.2,1510
1764073092,19.0,47.0,1245
1764073152,18.8,46.3,1164
1764073212,18.7,46.5,1212
1764073272,18.7,46.5,1228
1764073332,18.6,47.5,1009
1764073392,18.6,45.9,900
1764073452,18.5,45.8,905
1764073512,18.5,46.5,856
1764073572,18.3,46.2,855
1764073632,18.4,46.3,794
1764073692,18.2,45.9,741
1764073752,18.3,46.0,1025
1764073812,18.2,46.6,865
1764073872,17.9,46.1,844
1764073932,17.9,46.7,865
1764073992,17.9,46.8,804
1764074052,17.9,46.1,797
1764074112,18.0,46.7,1059
1764074172,17.8,46.5,1187
1764074232,17.9,47.4,1390
1764074292,18.0,46.4,909
1764074352,18.0,45.9,804
1764074412,18.0,45.8,814
1764074472,17.9,45.5,708
1764074532,17.9,46.0,686
1764074592,17.7,46.1,675
1764074652,17.8,45.7,740
1764074712,17.8,45.8,696
1764074772,17.7,45.9,933
1764074832,17.7,46.2,954
1764074892,17.6,46.1,1044
1764074952,17.5,46.0,903
1764075012,17.6,46.7,581
1764075072,17.6,45.3,630
1764075132,17.7,46.0,660
1764075192,17.6,45.8,544
1764075252,17.5,45.7,521
1764075312,17.4,45.8,560
1764075372,17.4,45.8,581
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
1764081072,15.9,44.1,138
1764081132,16.0,44.1,138
1764081192,15.9,43.6,134
1764081252,15.9,43.9,135
1764081312,15.9,44.3,129
1764081372,15.8,43.8,122
1764081432,15.5,44.2,100
1764081492,15.6,44.5,93
1764081552,15.8,44.4,89
1764081612,15.8,43.7,83
1764081672,15.8,43.6,84
1764081732,15.7,43.9,90
1764081792,15.8,43.6,86
1764081852,15.9,44.3,85
1764069912,27.0,39.3,884
1764069972,26.7,40.0,602
1764070032,26.5,40.3,752
1764070092,26.3,40.5,719
1764070152,26.2,40.6,673
1764070212,26.0,41.1,453
1764070272,26.0,41.2,512
1764070332,26.1,41.4,680
1764070392,26.1,41.4,759
1764070452,26.1,41.2,719
1764070512,25.8,40.1,661
1764070572,24.8,41.3,731
1764070632,24.2,41.3,644
1764070692,23.7,42.0,484
1764070752,23.7,43.6,447
1764070812,23.5,41.8,437
1764070872,23.1,42.3,217
1764070932,22.7,42.5,223
1764070992,22.5,42.7,283
1764071052,22.3,43.4,415
1764071112,22.2,43.2,332
1764071172,21.9,43.2,335
1764071232,21.5,44.2,530
1764071292,21.2,44.5,597
1764071352,21.0,44.9,673
1764071412,20.9,45.4,603
1764071472,20.8,45.8,621
1764071532,20.7,45.4,631
1764071592,20.5,45.9,693
1764071652,20.3,45.8,674
1764071712,20.1,46.2,567
1764071772,19.8,46.4,656
1764071832,19.8,46.6,944
1764071892,19.8,46.3,971
1764071952,19.8,47.8,1032
1764072012,19.5,47.1,1062
1764072072,19.5,46.8,1066
1764072132,19.4,47.0,1131
1764072192,19.3,46.8,1184
1764072252,19.3,46.3,841
1764072312,19.1,47.1,816
1764072372,19.2,47.3,794
1764072432,19.0,46.6,743
1764072492,19.1,47.2,637
1764072552,19.2,47.9,762
1764072612,19.0,47.4,780
1764072672,19.0,47.1,817
1764072732,19.0,47.6,790
1764072792,19.0,46.4,966
1764072852,18.9,46.9,938
1764072912,18.9,47.3,1114
1764072972,19.1,46.7,1388
1764073032,19.0,47.2,1510
1764073092,19.0,47.0,1245
1764073152,18.8,46.3,1164
1764073212,18.7,46.5,1212
1764073272,18.7,46.5,1228
1764073332,18.6,47.5,1009
1764073392,18.6,45.9,900
1764073452,18.5,45.8,905
1764073512,18.5,46.5,856
1764073572,18.3,46.2,855
1764073632,18.4,46.3,794
1764073692,18.2,45.9,741
1764073752,18.3,46.0,1025
1764073812,18.2,46.6,865
1764073872,17.9,46.1,844
1764073932,17.9,46.7,865
1764073992,17.9,46.8,804
1764074052,17.9,46.1,797
1764074112,18.0,46.7,1059
1764074172,17.8,46.5,1187
1764074232,17.9,47.4,1390
1764074292,18.0,46.4,909
1764074352,18.0,45.9,804
1764074412,18.0,45.8,814
1764074472,17.9,45.5,708
1764074532,17.9,46.0,686
1764074592,17.7,46.1,675
1764074652,17.8,45.7,740
1764074712,17.8,45.8,696
1764074772,17.7,45.9,933
1764074832,17.7,46.2,954
1764074892,17.6,46.1,1044
1764074952,17.5,46.0,903
1764075012,17.6,46.7,581
1764075072,17.6,45.3,630
1764075132,17.7,46.0,660
1764075192,17.6,45.8,544
1764075252,17.5,45.7,521
1764075312,17.4,45.8,560
1764075372,17.4,45.8,581
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
1764081072,15.9,44.1,138
1764081132,16.0,44.1,138
1764081192,15.9,43.6,134
1764081252,15.9,43.9,135
1764081312,15.9,44.3,129
1764081372,15.8,43.8,122
1764081432,15.5,44.2,100
1764081492,15.6,44.5,93
1764081552,15.8,44.4,89
1764081612,15.8,43.7,83
1764081672,15.8,43.6,84
1764081732,15.7,43.9,90
1764081792,15.8,43.6,86
1764081852,15.9,44.3,85
1764069912,27.0,39.3,884
1764069972,26.7,40.0,602
1764070032,26.5,40.3,752
1764070092,26.3,40.5,719
1764070152,26.2,40.6,673
1764070212,26.0,41.1,453
1764070272,26.0,41.2,512
1764070332,26.1,41.4,680
1764070392,26.1,41.4,759
1764070452,26.1,41.2,719
1764070512,25.8,40.1,661
1764070572,24.8,41.3,731
1764070632,24.2,41.3,644
1764070692,23.7,42.0,484
1764070752,23.7,43.6,447
1764070812,23.5,41.8,437
1764070872,23.1,42.3,217
1764070932,22.7,42.5,223
1764070992,22.5,42.7,283
1764071052,22.3,43.4,415
1764071112,22.2,43.2,332
1764071172,21.9,43.2,335
1764071232,21.5,44.2,530
1764071292,21.2,44.5,597
1764071352,21.0,44.9,673
1764071412,20.9,45.4,603
1764071472,20.8,45.8,621
1764071532,20.7,45.4,631
1764071592,20.5,45.9,693
1764071652,20.3,45.8,674
1764071712,20.1,46.2,567
1764071772,19.8,46.4,656
1764071832,19.8,46.6,944
1764071892,19.8,46.3,971
1764071952,19.8,47.8,1032
1764072012,19.5,47.1,1062
1764072072,19.5,46.8,1066
1764072132,19.4,47.0,1131
1764072192,19.3,46.8,1184
1764072252,19.3,46.3,841
1764072312,19.1,47.1,816
1764072372,19.2,47.3,794
1764072432,19.0,46.6,743
1764072492,19.1,47.2,637
1764072552,19.2,47.9,762
1764072612,19.0,47.4,780
1764072672,19.0,47.1,817
1764072732,19.0,47.6,790
1764072792,19.0,46.4,966
1764072852,18.9,46.9,938
1764072912,18.9,47.3,1114
1764072972,19.1,46.7,1388
1764073032,19.0,47.2,1510
1764073092,19.0,47.0,1245
1764073152,18.8,46.3,1164
1764073212,18.7,46.5,1212
1764073272,18.7,46.5,1228
1764073332,18.6,47.5,1009
1764073392,18.6,45.9,900
1764073452,18.5,45.8,905
1764073512,18.5,46.5,856
1764073572,18.3,46.2,855
1764073632,18.4,46.3,794
1764073692,18.2,45.9,741
1764073752,18.3,46.0,1025
1764073812,18.2,46.6,865
1764073872,17.9,46.1,844
1764073932,17.9,46.7,865
1764073992,17.9,46.8,804
1764074052,17.9,46.1,797
1764074112,18.0,46.7,1059
1764074172,17.8,46.5,1187
1764074232,17.9,47.4,1390
1764074292,18.0,46.4,909
1764074352,18.0,45.9,804
1764074412,18.0,45.8,814
1764074472,17.9,45.5,708
1764074532,17.9,46.0,686
1764074592,17.7,46.1,675
1764074652,17.8,45.7,740
1764074712,17.8,45.8,696
1764074772,17.7,45.9,933
1764074832,17.7,46.2,954
1764074892,17.6,46.1,1044
1764074952,17.5,46.0,903
1764075012,17.6,46.7,581
1764075072,17.6,45.3,630
1764075132,17.7,46.0,660
1764075192,17.6,45.8,544
1764075252,17.5,45.7,521
1764075312,17.4,45.8,560
1764075372,17.4,45.8,581
1764075432,17.4,44.9,674
1764075492,17.4,44.9,790
1764075552,17.4,45.0,887
1764075612,17.4,44.6,824
1764075672,17.4,45.2,806
1764075732,17.4,45.1,893
1764075792,17.3,45.3,895
1764075852,17.2,44.2,710
1764075912,17.3,44.1,848
1764075972,17.2,44.1,724
1764076032,17.1,44.1,848
1764076092,17.1,44.4,847
1764076152,17.1,44.1,830
1764076212,17.0,44.3,1056
1764076272,17.0,44.2,964
1764076332,16.9,44.3,977
1764076392,16.8,44.4,1149
1764076452,16.9,44.6,994
1764076512,16.9,44.7,1103
1764076572,16.7,44.3,1022
1764076632,16.8,44.7,861
1764076692,16.9,44.9,869
1764076752,17.0,44.3,879
1764076812,16.8,43.5,857
1764076872,16.8,43.7,813
1764076932,16.6,43.9,790
1764076992,16.6,44.3,806
1764077052,16.7,44.5,563
1764077112,16.6,44.0,739
1764077172,16.6,43.8,604
1764077232,16.5,44.0,597
1764077292,16.5,44.3,543
1764077352,16.5,44.1,777
1764077412,16.6,44.2,736
1764077472,16.6,44.0,746
1764077532,16.5,43.8,793
1764077592,16.4,44.3,814
1764077652,16.5,44.1,848
1764077712,16.5,44.6,924
1764077772,16.5,44.2,845
1764077832,16.5,44.4,910
1764077892,16.5,44.6,734
1764077952,16.5,44.5,804
1764078012,16.6,44.6,760
1764078072,16.7,44.2,718
1764078132,16.8,44.0,739
1764078192,16.7,43.5,570
1764078252,16.6,43.4,459
1764078312,16.6,43.1,453
1764078372,16.6,44.2,454
1764078432,16.5,43.5,437
1764078492,16.4,43.7,443
1764078552,16.3,43.8,457
1764078612,16.3,43.9,423
1764078672,16.2,44.5,441
1764078732,16.2,43.7,394
1764078792,16.2,43.7,363
1764078852,16.2,44.1,365
1764078912,16.3,44.0,355
1764078972,16.2,43.7,356
1764079032,16.2,43.8,356
1764079092,16.1,44.4,532
1764079152,16.1,43.2,489
1764079212,16.0,43.5,505
1764079272,16.0,43.7,498
1764079332,16.0,43.9,438
1764079392,16.0,43.7,429
1764079452,16.0,43.6,375
1764079512,16.0,43.8,358
1764079572,16.2,44.0,315
1764079632,16.1,43.7,322
1764079692,16.0,43.5,310
1764079752,15.9,44.2,281
1764079812,15.9,43.8,282
1764079872,16.0,43.9,264
1764079932,15.9,44.0,256
1764079992,15.8,44.1,234
1764080052,15.8,44.2,197
1764080112,15.8,44.1,186
1764080172,15.7,43.8,175
1764080232,15.8,44.3,173
1764080292,15.8,44.2,167
1764080352,15.8,44.2,160
1764080412,15.8,44.2,175
1764080472,15.8,44.0,163
1764080532,15.9,43.9,185
1764080592,15.9,44.2,173
1764080652,15.9,44.3,165
1764080712,16.0,44.3,165
1764080772,16.0,44.1,175
1764080832,15.9,43.4,168
1764080892,15.9,44.2,160
1764080952,15.9,43.8,157
1764081012,15.9,44.2,149
1764081072,15.9,44.1,138
1764081132,16.0,44.1,138
1764081192,15.9,43.6,134
1764081252,15.9,43.9,135
1764081312,15.9,44.3,129
1764081372,15.8,43.8,122
1764081432,15.5,44.2,100
1764081492,15.6,44.5,93
1764081552,15.8,44.4,89
1764081612,15.8,43.7,83
1764081672,15.8,43.6,84
1764081732,15.7,43.9,90
1764081792,15.8,43.6,86
1764081852,15.9,44.3,85
